,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
64026,PG67684,Views of nature: or Contemplations on the sublime phenomena of creation: with scientific illustrations,"Humboldt, Alexander von",1769.0,1859.0,['en'],236,"{'Plant morphology', 'Science', 'South America -- Description and travel', 'Physical geography'}",
64027,PG67685,Rocks and Their Origins,"Cole, Grenville A. J. (Grenville Arthur James)",1859.0,1924.0,['en'],153,{'Rocks'},
64029,PG67687,"Illustrated history of ancient literature, oriental and classical","Quackenbos, John D. (John Duncan)",1848.0,1926.0,['en'],383,"{'Classical literature -- History and criticism', 'Oriental literature -- History and criticism'}",
64030,PG67688,Some Problems of the Peace Conference,"Lord, Robert Howard",1885.0,1954.0,['en'],80,"{'World War, 1914-1918 -- Territorial questions', 'Paris Peace Conference (1919-1920)'}",
64032,PG6768,The Man Upstairs and Other Stories,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],273,"{'Humorous stories, English'}",
64034,PG67691,"Pharmacographia: A history of the principal drugs of vegetable origin, met with in Great Britain and British India","Flückiger, Friedrich A. (Friedrich August)",1828.0,1894.0,['en'],177,"{'Materia medica, Vegetable', 'Materia medica, Vegetable -- Great Britain', 'Botany, Medical', 'Materia medica, Vegetable -- India'}",
64035,PG67692,The Pagan's Progress,"Morris, Gouverneur",1876.0,1953.0,['en'],187,{'Prehistoric peoples -- Fiction'},
64036,PG67693,"The Aldine Speller: Part One, for Grades One and Two","Sherman, Frank J.",,,['en'],89,{'Spellers'},
64037,PG67694,The Crater,"Gore Browne, Robert",,,['en'],210,"{'Triangles (Interpersonal relations) -- Fiction', 'Storytelling -- Fiction', 'Tanganyika, Lake -- Fiction', 'British -- Africa -- Fiction'}",
64038,PG67695,"Buds and Blossoms; or, Stories for Real Children","Lady, active 19th century",,,['en'],115,"{""Children's stories""}",
64039,PG67696,"Newark College of Engineering Bulletin, v. 11, No. 4, December 15, 1938",Newark College of Engineering,,,['en'],82,{'Newark College of Engineering -- Curricula -- Catalogs'},
64040,PG67697,Tales from a Dugout,"Empey, Arthur Guy",1883.0,1963.0,['en'],309,"{'War stories, American', 'World War, 1914-1918 -- Fiction', 'Short stories, American'}",
64041,PG67698,The Woods-Rider,"Pollock, Frank Lillie",1876.0,1957.0,['en'],308,"{'Cousins -- Fiction', 'Love stories', 'Turpentining -- Fiction', 'Adventure stories', 'Bee culture -- Fiction', 'Canadians -- United States -- Fiction', 'Alabama -- Fiction'}",
64043,PG6769,The People of the Mist,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],125,"{'Adventure stories', 'Fantasy fiction'}",
64044,PG676,The Battle of Life,"Dickens, Charles",1812.0,1870.0,['en'],70,"{'Christmas stories, English', 'England -- Social life and customs -- 19th century -- Fiction'}",
64047,PG67702,Crashing Suns,"Hamilton, Edmond",1904.0,1977.0,['en'],619,"{'Science fiction', 'Adventure stories'}",
64048,PG67703,The Master Spirit,"Magnay, William, Sir",1855.0,1917.0,['en'],360,"{'Love stories', 'Trials (Murder) -- Fiction', 'Countesses -- Fiction', 'London (England) -- Fiction', 'Adventure stories', 'Lawyers -- Fiction'}",
64049,PG67704,"Doctors: An Address delivered to the Students of the Medical School of the Middlesex Hospital, 1st October, 1908","Kipling, Rudyard",1865.0,1936.0,['en'],276,{'Physicians'},
64051,PG67706,The Story of a Lover,"Hapgood, Hutchins",1869.0,1944.0,['en'],289,"{'Love', 'Open marriage'}",
64052,PG67707,"The History of the Manners and Customs of Ancient Greece, Volume 3 (of 3)","St. John, James Augustus",1795.0,1875.0,['en'],239,{'Greece -- Social life and customs'},
64054,PG67709,Art of Love-Making,Anonymous,,,['en'],2077,"{'Love', 'Courtship'}",
64056,PG67710,Russia in 1916,"Graham, Stephen",1884.0,1975.0,['en'],323,"{'Russia -- Social life and customs', 'Russia -- Description and travel'}",
64057,PG67711,Autobiography of an Androgyne,"Werther, Ralph",1874.0,,['en'],323,"{'Male homosexuality -- United States -- History', 'Transgender people -- United States -- Biography', 'Werther, Ralph, 1874-', 'Gay men -- United States -- Biography'}",
64060,PG67714,Peru: a land of contrast,"Bingham, Millicent Todd",1880.0,1968.0,['en'],214,{'Peru -- Description and travel'},
64062,PG67716,"First Theater in America: When was the drama first introduced in America? An inquiry, including a consideration of the objections that have been made to the stage.","Daly, Charles P. (Charles Patrick)",1816.0,1899.0,['en'],134,{'Theater -- United States -- History'},
64063,PG67717,Bee-keeping for profit,"Morley, W. S.",,,['en'],192,"{'Bees', 'Bee culture'}",
64064,PG67718,"The Southern Literary Messenger, Vol. II., No. 2, January, 1836",Various,,,['en'],126,{'American literature -- 19th century -- Periodicals'},
64067,PG67720,Women of 'Ninety-Eight,"Concannon, Thomas, Mrs.",1878.0,1952.0,['en'],291,"{'Ireland -- History -- Rebellion of 1798', 'Women -- Ireland -- Biography'}",
64068,PG67721,Despotism and Democracy: A Study in Washington Society and Politics,"Seawell, Molly Elliot",1860.0,1916.0,['en'],193,"{'Political fiction', 'Washington (D.C.) -- Fiction'}",
64069,PG67722,Condensed History of the Mexican War and Its Glorious Results,"Murphy, Charles J. (Charles Joseph)",1832.0,,['en'],206,"{'Mexican War, 1846-1848'}",
64074,PG67727,"Ecclesiastical History of England, Volume 5—The Church of the Revolution","Stoughton, John",1807.0,1897.0,['en'],180,{'Great Britain -- Church history'},
64075,PG67728,The Valley of Content,"Upright, Blanche",1880.0,1948.0,['en'],264,{'American fiction -- 20th century'},
64076,PG67729,Mountain Craft,,,,['en'],593,{'Mountaineering'},
64078,PG67730,"Farnham's Travels in the Great Western Prairies, etc., part 2, October 21-December 4, 1839: and De Smet's Oregon Missions and Travels over the Rocky Mountains, 1845-1846","Farnham, Thomas Jefferson",1804.0,1848.0,['en'],234,"{'Overland journeys to the Pacific', 'West (U.S.) -- History -- To 1848', 'Rocky Mountains -- Description and travel', 'Indians of North America -- West (U.S.)', 'West (U.S.) -- Description and travel', 'Oregon -- Description and travel'}",
64079,PG67731,A Courier of Fortune,"Marchmont, Arthur W.",1852.0,1923.0,['en'],573,"{'France -- History -- Fiction', 'Adventure stories'}",
64080,PG67732,The Overman,"Sinclair, Upton",1878.0,1968.0,['en'],552,"{'Castaways -- Fiction', 'Paranormal fiction', 'Musicians -- Fiction', 'Solitude -- Fiction', 'Brothers -- Fiction', 'Islands -- Fiction'}",
64082,PG67734,Landmarks Medical and Surgical,"Holden, Luther",1815.0,1905.0,['en'],290,"{'Palpation', 'Medicine -- Study and teaching', 'Human anatomy'}",
64083,PG67735,The North Shore Mystery,"Fletcher, Henry",1856.0,1932.0,['en'],1530,"{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Australia -- Fiction', 'Sydney (N.S.W.) -- Fiction'}",
64084,PG67736,"The Chemical Constituents of Piper Methysticum: Or, The Chemical Constituents of the Active Principle of the Ava Root","Ball, Alice A.",1892.0,1916.0,['en'],330,{'Kava plant'},
64086,PG67738,A New Aristocracy,"Bartlett, Alice E. (Alice Elinor)",1848.0,1920.0,['en'],726,"{'American fiction -- 19th century', 'Utopias -- Fiction'}",
64087,PG67739,The Evolution of Marriage and of the Family,"Letourneau, Ch. (Charles)",1831.0,1902.0,['en'],814,"{'Marriage', 'Families'}",
64091,PG67742,The archæology of the cuneiform inscriptions,"Sayce, A. H. (Archibald Henry)",1845.0,1933.0,['en'],940,"{'Civilization, Assyro-Babylonian', 'Assyria -- Antiquities', 'Cuneiform writing'}",
64093,PG67744,The Silver Stallion: A Comedy of Redemption,"Cabell, James Branch",1879.0,1958.0,['en'],762,"{'Humorous stories', 'Middle Ages -- Fiction', 'Quests (Expeditions) -- Fiction', 'Fantasy fiction', 'Alternative histories (Fiction)', 'Knights and knighthood -- Fiction'}",
64094,PG67745,Yorktown: Climax of the Revolution,,,,['en'],739,"{'Yorktown (Va.) -- History -- Siege, 1781', 'Virginia -- History -- Revolution, 1775-1783'}",
64096,PG67747,You Ask Anybody,"Bower, B. M.",1871.0,1940.0,['en'],1106,"{'Western stories', 'Nevada -- Fiction', 'Ryan, Casey (Fictitious character) -- Fiction', 'Automobiles -- Fiction', 'Man-woman relationships -- Fiction'}",
64098,PG67749,The Story of a Siberian Exile; Followed by a Narrative of Recent Events in Poland,"Piotrowski, Rufin",1806.0,1872.0,['en'],1020,"{'Exiles -- Russia (Federation) -- Siberia', 'Prisons -- Russia (Federation) -- Siberia', 'Polish question'}",
64100,PG67750,Wilderness Honey,"Pollock, Frank Lillie",1876.0,1957.0,['en'],1399,"{'Ontario -- Fiction', 'Orphans -- Fiction', 'Brothers and sisters -- Fiction', 'Teenagers -- Fiction', 'Canada -- Fiction', 'Bee culture -- Fiction'}",
64102,PG67752,"On building a theatre: Stage construction and equipment for small theatres, schools and community","Pichel, Irving",1891.0,1954.0,['en'],689,{'Theater architecture'},
64103,PG67753,Don Miguel Lehumada: discoverer of liquid from the sun's rays: an occult romance of Mexico and the United States,"Greenleaf, Sue",,,['en'],552,"{'Memory -- Fiction', 'Spiritualism -- Fiction', 'Paranormal fiction', 'Reincarnation -- Fiction'}",
64105,PG67755,"Memorabilia; Or Recollections, Historical, Biographical, and Antiquarian","Savage, James",1767.0,1845.0,['en'],745,"{'History -- Miscellanea', 'Savage, James, 1767-1845'}",
64106,PG67756,"Bob Taylor's Magazine, Vol. I, No. 2, May 1905",Various,,,['en'],858,"{'Southern States -- Periodicals', 'Agriculture -- Southern States -- Periodicals'}",
64107,PG67757,George Meredith: A Study,"Lynch, Hannah",1859.0,1904.0,['en'],653,"{'Meredith, George, 1828-1909 -- Criticism and interpretation'}",
64109,PG67759,The Demon Trapper of Umbagog: A Thrilling Tale of the Maine Forests,"Thompson, Daniel P. (Daniel Pierce)",1795.0,1868.0,['en'],1197,"{'Trappers -- Fiction', 'Frontier and pioneer life -- Fiction', 'Maine -- Fiction'}",
64110,PG6775,The Thirty Years War — Complete,"Schiller, Friedrich",1759.0,1805.0,['en'],108,"{'Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634', 'Europe -- History -- 1517-1648', ""Thirty Years' War, 1618-1648""}",
64111,PG67760,"The Memoirs of a Swine in the Land of Kultur; or, How it Felt to be a Prisoner of War","Muse, Benjamin",1898.0,1986.0,['en'],1319,"{'World War, 1914-1918 -- Personal narratives', 'World War, 1914-1918 -- Prisoners and prisons, German'}",
64112,PG67761,Stories from the Crusades,"Kelman, Janet Harvey",,,['en'],1588,{'Crusades -- Juvenile literature'},
64115,PG67764,Shepherds of the Wild,"Marshall, Edison",1894.0,1967.0,['en'],1256,"{'Shepherds -- Fiction', 'Idaho -- Fiction', 'Young men -- Fiction', 'Animals -- Fiction'}",
64116,PG67765,Fighting King George,"McIntyre, John T. (John Thomas)",1871.0,1951.0,['en'],983,"{'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction'}",
64117,PG67766,The Discoveries of America to the Year 1525,"Weise, Arthur James",1838.0,1921.0,['en'],1259,{'America -- Discovery and exploration'},
64119,PG67768,"Hand-book of Sanitary Information for Householders: Containing facts and suggestions about ventilation, drainage, care of contageous diseases, disinfection, food, and water. With appendices on disinfectants and plumbers' materials.","Tracy, Roger Sherman",1841.0,1926.0,['en'],913,"{'Disinfection and disinfectants', 'Ventilation', 'Sanitation, Household', 'Drinking water', 'Food adulteration and inspection', 'Hygiene'}",
64120,PG67769,Bee Keeping for Profit. A New System of Bee Management (1880): First Edition.,"Cotton, Lizzie E., Mrs.",,,['en'],319,"{'Bees', 'Bee culture'}",
64122,PG67770,Bee Keeping for Profit. A New System of Bee Management (1891): Third Edition.,"Cotton, Lizzie E., Mrs.",,,['en'],495,"{'Bees', 'Bee culture'}",
64123,PG67771,The Key to the Family Deed Chest: How to Decipher and Study Old Documents: Being a Guide to the Reading of Ancient Manuscripts,"Thoyts, Emma Elizabeth",1860.0,1949.0,['en'],831,"{'Diplomatics -- Great Britain', 'Paleography -- Handbooks, manuals, etc.'}",
64124,PG67772,A Treatise on Regional Iodine Therapy for the Veterinary Clinician,"Steffen, Mart R. (Martin Robert)",1882.0,,['en'],372,"{'Veterinary medicine', 'Iodine -- Therapeutic use', 'Veterinary disinfectants'}",
64126,PG67774,Anne Feversham,"Snaith, J. C. (John Collis)",1876.0,1936.0,['en'],881,"{'Shakespeare, William, 1564-1616 -- Fiction', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction'}",
64127,PG67775,The Lone Swallows,"Williamson, Henry",1895.0,1977.0,['en'],1417,"{'English essays -- 20th century', 'Natural history -- Outdoor books'}",
64128,PG67776,"Fairy Tales, Volume 1 (of 2)",,,,['en'],793,{'Fairy tales'},
64130,PG67778,"History of the transmission of ancient books to modern times: together with the process of historical proof; or, a concise account of the means by which genuineness of ancient literature generally, and the authenticity of historical works especially are ascertained including incidental remarks upon the relative strength of the evidence usually adduced in behalf of the Holy Scriptures","Taylor, Isaac",1787.0,1865.0,['en'],969,"{'Transmission of texts', 'Bible -- Evidences, authority, etc.', 'Historiography'}",
64134,PG67781,Bully Bull Frog and His Home in Rainbow Valley,"Fry, Elizabeth Stafford",,,['en'],971,"{'Animals -- Juvenile fiction', 'Frogs -- Juvenile fiction'}",
64137,PG67784,"Sussex, Painted by Wilfrid Ball","Belloc, Hilaire",1870.0,1953.0,['en'],1067,"{'Sussex (England) -- Description and travel', 'Sussex (England) -- History', 'Sussex (England) -- Pictorial works'}",
64138,PG67785,The Cat,"Hunt, Violet",1862.0,1942.0,['en'],1543,{'Cats -- Juvenile fiction'},
64139,PG67786,Santa's Sampler: A Collection of over 100 Hors D'Oeuvre Recipes,,,,['en'],1124,"{'Cookbooks', 'Appetizers'}",
64140,PG67787,The Rambler Club's Winter Camp,"Sheppard, W. Crispin (William Crispin)",1871.0,,['en'],744,"{'Mystery fiction', 'Adventure stories', 'Snow camping -- Juvenile fiction', 'Boys -- Societies and clubs -- Juvenile fiction'}",
64141,PG67788,Through Colonial Doorways,"Wharton, Anne Hollingsworth",1845.0,1928.0,['en'],940,"{'United States -- Social life and customs -- To 1775', 'United States -- Social life and customs -- 1775-1783'}",
64142,PG67789,The Queen's Advocate,"Marchmont, Arthur W.",1852.0,1923.0,['en'],1512,"{'Americans -- Serbia -- Fiction', 'Princesses -- Fiction', 'Adventure stories'}",
64144,PG67790,"The Mirror of the Graces: Containing General Instructions for Combining Elegance, Simplicity, and Economy with Fashion in Dress; Hints on Female Accomplishments and Manners; and Directions for the Preservation of Health and Beauty","Lady of distinction, active 19th century",,,['en'],731,"{'Clothing and dress -- Great Britain -- History -- 19th century', 'Etiquette -- Great Britain', 'Beauty, Personal'}",
64145,PG67791,"Marlborough, and Other Poems","Sorley, Charles Hamilton",1895.0,1915.0,['en'],422,{'English poetry -- 20th century'},
64146,PG67792,"A History of Magic and Experimental Science, Volume 1 (of 2): During the First Thirteen Centuries of Our Era","Thorndike, Lynn",1882.0,1965.0,['en'],1613,"{'Science -- History', 'Magic -- History'}",
64149,PG67795,The Lhota Nagas,"Mills, J. P. (James Philip)",1890.0,1960.0,['en'],1173,{'Naga (South Asian people)'},
64150,PG67796,"Watson's Magazine, Vol. IV, No. 1, March, 1906",Various,,,['en'],1416,{'United States -- Politics and government -- Periodicals'},
64151,PG67797,"Watson's Magazine, Vol. IV, No. 2, April, 1906",Various,,,['en'],1283,{'United States -- Politics and government -- Periodicals'},
64152,PG67798,"Mona Maclean, Medical Student: A Novel","Travers, Graham",1859.0,1918.0,['en'],598,{'Women medical students -- Fiction'},
64153,PG67799,The Book of the Courtier,"Castiglione, Baldassarre, conte",1478.0,1529.0,['en'],1146,"{'Courtesy -- Early works to 1800', 'Courts and courtiers -- Early works to 1800'}",
64155,PG677,"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles",1819.0,1875.0,['en'],384,"{'Mythology, Greek -- Juvenile literature'}",
64156,PG67800,The Big Cave: Early History and Authentic Facts Concerning the History and Discovery of the World Famous Carlsbad Caverns of New Mexico,"Long, Abijah",,1934.0,['en'],1059,{'Carlsbad Caverns (N.M.)'},
64157,PG67801,In the Name of the People,"Marchmont, Arthur W.",1852.0,1923.0,['en'],1197,"{'Lisbon (Portugal) -- Fiction', 'Love stories', 'British -- Portugal -- Fiction', 'Adventure stories'}",
64159,PG67803,A List of Philippine Baptismal Names,,,,['en'],637,"{'Names, Personal -- Philippine'}",
64160,PG67804,The First of the English: A Novel,"Gunter, Archibald Clavering",1847.0,1907.0,['en'],1145,"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'Historical fiction'}",
64161,PG67805,Rivals for the Team: A Story of School Life and Football,"Barbour, Ralph Henry",1870.0,1944.0,['en'],642,"{'Boarding schools -- Juvenile fiction', 'Football stories', 'Adventure stories'}",
64162,PG67806,Mary Magdalene: A Play in Three Acts,"Maeterlinck, Maurice",1862.0,1949.0,['en'],502,"{'Mary Magdalene, Saint -- Drama'}",
64164,PG67808,"Winchester, Painted by Wilfrid Ball","Varley, Telford",,,['en'],1000,"{'Winchester (England) -- History', 'Winchester (England) -- Description and travel', 'Winchester (England) -- Pictorial works'}",
64165,PG67809,The Climbers,"Bates, Lizzie",,,['en'],865,"{'Motherless families -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Temperance -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Child labor -- Juvenile fiction', 'Self-culture -- Juvenile fiction'}",
64167,PG67810,Friends on the Shelf,"Torrey, Bradford",1843.0,1912.0,['en'],1107,"{'FitzGerald, Edward, 1809-1883', 'Keats, John, 1795-1821', 'Readability (Literary style)', 'France, Anatole, 1844-1924', 'Thoreau, Henry David, 1817-1862', 'Stevenson, Robert Louis, 1850-1894', 'Hazlitt, William, 1778-1830', 'Literature, Modern -- 19th century -- History and criticism'}",
64168,PG67811,Roosevelt in the Kansas City Star: War-time Editorials,"Roosevelt, Theodore",1858.0,1919.0,['en'],796,"{'Kansas City star (Kansas City, Mo. : 1885)', 'World War, 1914-1918 -- United States', 'United States -- Politics and government -- 1913-1921'}",
64170,PG67813,"Field, Forest and Farm: Things interesting to young nature-lovers, including some matters of moment to gardeners and fruit-growers","Fabre, Jean-Henri",1823.0,1915.0,['en'],1083,"{'Natural history', 'Agriculture'}",
64171,PG67814,"Mother Goose in Gridiron Rhyme: A collection of alphabets, rhymes, tales and jingles: With 80 illustrations","Gridiron Club (Washington, D.C.)",,,['en'],1139,"{'United States -- History -- Humor', 'Alphabet rhymes', 'Mother Goose -- Parodies, imitations, etc.', 'United States -- History -- Caricatures and cartoons', 'United States -- Politics and government -- 1909-1913'}",
64172,PG67815,Hilaria. The Festive Board,,,,['en'],725,"{'Humorous poetry', 'Humorous songs -- Texts'}",
64173,PG67816,"The Bee Preserver; or, Practical Directions for the Management and Preservation of Hives","Gélieu, Jonas de",1740.0,1827.0,['en'],563,"{'Beehives', 'Bees', 'Bee culture'}",
64177,PG6781,The Ghost-Seer; or the Apparitionist; and Sport of Destiny,"Schiller, Friedrich",1759.0,1805.0,['en'],57,"{'Venice (Italy) -- Fiction', 'Ghost stories'}",
64178,PG67820,Arthur Machen: Weaver of Fantasy,"Gekle, William F. (William Francis)",,,['en'],719,"{'Machen, Arthur, 1863-1947'}",
64179,PG67821,"Life of Emanuel Swedenborg: Together with a brief synopsis of his writings, both philosophical and theological","White, William",1831.0,1890.0,['en'],486,"{'Swedenborg, Emanuel, 1688-1772', 'Mystics -- Sweden -- Biography'}",
64180,PG67822,The Ghost of One Man Coulee,"Bower, B. M.",1871.0,1940.0,['en'],1275,"{'Short stories', 'Cowboys -- Fiction', 'Ghost stories', 'Western stories'}",
64181,PG67823,The Lone Trail,"Allan, Luke",1877.0,1962.0,['en'],1316,"{'Newspaper editors -- Fiction', 'Cattle stealing -- Fiction', 'Canada, Western -- Fiction', 'North West Mounted Police (Canada) -- Fiction'}",
64183,PG67825,Views and Opinions,Ouida,1839.0,1908.0,['en'],759,{'English essays -- 19th century'},
64184,PG67826,Contraband: A Tale of Modern Smugglers,"Spencer, Erle",1897.0,1937.0,['en'],1119,"{'Smuggling -- Juvenile fiction', 'Adventure stories', 'Sea stories'}",
64185,PG67827,Life of Haydn,"Nohl, Ludwig",1831.0,1885.0,['en'],476,"{'Haydn, Joseph, 1732-1809'}",
64186,PG67828,Life of Mozart,"Nohl, Ludwig",1831.0,1885.0,['en'],765,"{'Composers -- Austria -- Biography', 'Mozart, Wolfgang Amadeus, 1756-1791'}",
64187,PG67829,"A Floating City, and The Blockade Runners","Verne, Jules",1828.0,1905.0,['en'],1271,"{'Great Eastern (Steamship) -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Blockades -- Fiction'}",
64191,PG67832,Autumnal leaves: tales and sketches in prose and rhyme,"Child, Lydia Maria",1802.0,1880.0,['en'],394,"{'American fiction -- 19th century', 'American essays -- 19th century', 'Short stories, American'}",
64192,PG67833,The growth of medicine from the earliest times to about 1800,"Buck, Albert H. (Albert Henry)",1842.0,1922.0,['en'],716,{'Medicine -- History'},
64194,PG67835,"Better days; or, A Millionaire of To-morrow","Fitch, Thomas",1838.0,1923.0,['en'],508,"{'West (U.S.) -- Fiction', 'Utopias -- Fiction'}",
64195,PG67836,"Remarks on the Importance of the Study of Political Pamphlets, Weekly Papers, Periodical Papers, Daily Papers, Political Music, &c.",,,,['en'],262,{'Great Britain -- Politics and government -- 1760-1820 -- Early works to 1800'},
64196,PG67837,Millions from Waste,"Talbot, Frederick Arthur Ambrose",1880.0,1924.0,['en'],758,"{'Salvage (Waste, etc.)', 'Waste products'}",
64197,PG67838,Instructions for the Management of Harvey's Sea Torpedo,"Harvey, Frederick",,,['en'],683,{'Torpedoes'},
64198,PG67839,Stoles: Knitted; Crocheted; Hairpin Lace,American Thread Company,,,['en'],1730,"{'Stoles (Clothing)', 'Crocheting -- Patterns', 'Knitting -- Patterns', 'Hairpin lace -- Patterns'}",
64200,PG67840,Essay on the Literature of the Mexican War,"Lawson, W. T. (William Thornton)",,,['en'],371,"{'Mexican War, 1846-1848 -- Bibliography'}",
64201,PG67841,The Emeryville Shellmound,"Uhle, Max",1856.0,1944.0,['en'],570,"{'Indians of North America -- California -- Emeryville -- Antiquities', 'Emeryville Site (Calif.)', 'Emeryville (Calif.) -- Antiquities', 'Kitchen-middens -- California -- San Francisco Bay Area'}",
64202,PG67842,An Oberland Châlet,"Wood, Edith Elmer",1871.0,1945.0,['en'],663,{'Switzerland -- Description and travel'},
64204,PG67844,Hoisting Appliances,International Correspondence Schools,,,['en'],698,"{'Mine hoisting', 'Hoisting machinery'}",
64205,PG67845,"Ireland: The People's History of Ireland, Volume 1 (of 2)","Finerty, John F. (John Frederick)",1846.0,1908.0,['en'],823,{'Ireland -- History'},
64207,PG67847,"Memoirs and Posthumous Works of Mary Wollstonecraft Godwin, Vol. 1","Godwin, William",1756.0,1836.0,['en'],636,"{'Wollstonecraft, Mary, 1759-1797', 'Wollstonecraft, Mary, 1759-1797 -- Correspondence'}",
64212,PG67851,"The Jews in Great Britain: Being a Series of Six Lectures, Delivered in the Liverpool Collegiate Institution, on the Antiquities of the Jews in England.","Margoliouth, Moses",1820.0,1881.0,['en'],829,{'Jews -- Great Britain -- History'},
64213,PG67852,Model Aeroplanes and Their Engines: A Practical Book for Beginners,"Cavanagh, George Anthony",1894.0,,['en'],1047,{'Airplanes -- Models'},
64215,PG67854,Reminiscences of the Civil War,"Mitchel, Cora",,,['en'],851,"{'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'Mitchel, Cora', 'United States -- History -- Civil War, 1861-1865 -- Women', 'Apalachicola (Fla.) -- History -- Civil War, 1861-1865', 'United States -- History -- Civil War, 1861-1865 -- Refugees', 'Refugees -- Southern States'}",
64216,PG67855,Godsend to a Lady,"Bower, B. M.",1871.0,1940.0,['en'],920,"{'Ryan, Casey (Fictitious character) -- Fiction', 'Automobiles -- Fiction', 'Western stories', 'Nevada -- Fiction'}",
64219,PG67858,"Aristotle’s works:: Containing the Master-piece, Directions for Midwives, and Counsel and Advice to Child-bearing Women with Various Useful Remedies","Aristotle, pseud.",,,['en'],1212,"{'Human reproduction -- Early works to 1800', 'Obstetrics -- Early works to 1800', 'Gynecology -- Early works to 1800', 'Medicine, Popular -- Early works to 1800'}",
64220,PG67859,"American Horological Journal, Vol. I, No. 1, July 1869: Devoted to Pratical Horology",,,,['en'],556,{'Clocks and watches -- Periodicals'},
64226,PG67864,The Story of Sir Francis Drake,"Elton, Letitia MacColl",,,['en'],579,"{'Great Britain -- History, Naval -- Tudors, 1485-1603 -- Biography -- Juvenile literature', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Biography -- Juvenile literature', 'Admirals -- Great Britain -- Biography -- Juvenile literature', 'Drake, Francis, approximately 1540-1596 -- Juvenile literature', 'Explorers -- Great Britain -- Biography -- Juvenile literature'}",
64227,PG67865,The Samovar Girl,"Moore, Frederick Ferdinand",1881.0,1947.0,['en'],764,"{'Siberia (Russia) -- Fiction', 'Russia (Federation) -- History -- Revolution, 1917-1921 -- Fiction'}",
64228,PG67866,The Wolf-Men: A Tale of Amazing Adventure in the Under-World,"Powell, David Franklin",1847.0,1906.0,['en'],1291,"{'Science fiction', 'Submarines (Ships) -- Fiction', 'Adventure stories', 'Subterranean fiction'}",
64234,PG67871,"Tom Watson's Magazine, Vol. I, No. 2, April 1905",Various,,,['en'],775,{'United States -- Politics and government -- Periodicals'},
64235,PG67872,Peculiar: A Tale of the Great Transition,"Sargent, Epes",1813.0,1880.0,['en'],1088,"{'African Americans -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction'}",
64236,PG67873,Volcanoes: What They are and What They Teach,"Judd, John W. (John Wesley)",1840.0,1916.0,['en'],958,{'Volcanoes'},
64237,PG67874,Some English Gardens,"Jekyll, Gertrude",1843.0,1932.0,['en'],764,"{'Landscape gardening', 'Gardens -- England'}",
64239,PG67876,"Tom Watson's Magazine, Vol. I, No. 3, May 1905",Various,,,['en'],314,{'United States -- Politics and government -- Periodicals'},
64240,PG67877,"Tom Watson's Magazine, Vol. I, No. 4, June 1905",Various,,,['en'],450,{'United States -- Politics and government -- Periodicals'},
64241,PG67878,Gods of Modern Grub Street: Impressions of Contemporary Authors,"Adcock, Arthur St. John",1864.0,1930.0,['en'],513,"{'English fiction -- 20th century -- History and criticism', 'English literature -- 20th century -- History and criticism'}",
64244,PG67880,With Perry on Lake Erie: a tale of 1812,"Otis, James",1848.0,1912.0,['en'],608,{'United States -- History -- War of 1812 -- Juvenile fiction'},
64245,PG67881,Hilda Strafford: A California Story,"Harraden, Beatrice",1864.0,1936.0,['en'],556,"{'Married women -- Fiction', 'Ranches -- Fiction', 'California -- Fiction'}",
64246,PG67882,"The Memoirs of Alexander Herzen, Parts I and II","Herzen, Aleksandr",1812.0,1870.0,['en'],392,"{'Revolutionaries -- Soviet Union -- Biography', 'Socialists -- Soviet Union -- Biography', 'Herzen, Aleksandr, 1812-1870', 'Authors, Russian -- Biography'}",
64247,PG67883,The End of Elfintown,"Barlow, Jane",1856.0,1917.0,['en'],739,{'Fairy poetry'},
64250,PG67886,Pictured Puzzles and Word Play: A Companion to the Twentieth Century Standard Puzzle Book,"Pearson, A. Cyril (Arthur Cyril)",1838.0,1916.0,['en'],1522,"{'Charades', 'Picture puzzles', 'Puzzles'}",
64252,PG67888,Anticipation,"Tickell, Richard",1751.0,1793.0,['en'],549,"{'Great Britain -- Politics and government -- 1760-1789', 'Satire', 'United States -- History -- Revolution, 1775-1783'}",
64255,PG67890,The Thirteenth Letter,"Lincoln, Natalie Sumner",1881.0,1935.0,['en'],802,"{'Washington (D.C.) Region -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Nurses -- Fiction'}",
